"","Account Name","Opportunity Name","Product","Stage Name","Amount_USD","Close Date Year","Close Date Month","Close Date Day","Lead Source","Forecast Category","Account Owner","Region","Fiscal Year","Fiscal Quarter","Team Name"
"3430","AvKARE Inc.","AvKARE Inc.","Prevalax","5 - Closed Won","16969","2011","2","19","Tradeshow","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Northeast","2011","2011-10-01 00:00:00","US Sales Team"
"3431","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Accruex","5 - Closed Won","1729","2015","7","17","Web","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Northeast","2015","2015-07-01 00:00:00","US Sales Team"
"3432","Bryant Ranch Prepack","Bryant Ranch Prepack","Avenetro","5 - Closed Won","7808","2013","3","15","Not specified","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Southwest","2013","2013-10-01 00:00:00","US Sales Team"
"3433","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Manatea","5 - Closed Won","5428","2011","1","15","Business development","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Northeast","2011","2011-01-01 00:00:00","EU Sales Team"
"3434","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Radantix","5 - Closed Won","12464","2014","12","15","Tradeshow","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Northeast","2014","2014-04-01 00:00:00","US Sales Team"
"3435","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Memora","5 - Closed Won","16823","2015","3","12","Not specified","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northeast","2015","2015-07-01 00:00:00","US Sales Team"
"3436","Indiana Botanic Gardens","Indiana Botanic Gardens","Prevalax","5 - Closed Won","16858","2012","4","13","Web","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northeast","2012","2012-04-01 00:00:00","US Sales Team"
"3437","Chromate Industrial Corporation","Chromate Industrial Corporation","Radantix","5 - Closed Won","8891","2011","7","11","Web","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Northwest","2011","2011-04-01 00:00:00","EU Sales Team"
"3438","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Dentrex","5 - Closed Won","14743","2012","2","11","Not specified","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Northwest","2012","2012-10-01 00:00:00","EU Sales Team"
"3439","Personal Care Products","Personal Care Products","Radantix","5 - Closed Won","22705","2012","9","22","Web","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Northeast","2012","2012-04-01 00:00:00","EU Sales Team"
"3440","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Radantix","5 - Closed Won","8947","2013","12","6","Tradeshow","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Southwest","2013","2013-10-01 00:00:00","US Sales Team"
"3441","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Radantix","5 - Closed Won","14632","2012","11","27","Tradeshow","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Northeast","2012","2012-10-01 00:00:00","US Sales Team"
"3442","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","Radantix","5 - Closed Won","14809","2015","2","27","Web","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Northeast","2015","2015-01-01 00:00:00","US Sales Team"
"3443","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Accugel","5 - Closed Won","1109","2014","8","23","Not specified","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Northwest","2014","2014-07-01 00:00:00","EU Sales Team"
"3444","Wyeth BioPharma","Wyeth BioPharma","Comfront","5 - Closed Won","20687","2011","12","28","Business development","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Northwest","2011","2011-01-01 00:00:00","EU Sales Team"
"3445","Apotheca Company","Apotheca Company","Emoltra","5 - Closed Won","968","2015","1","5","Tradeshow","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Northwest","2015","2015-07-01 00:00:00","US Sales Team"
"3446","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Prevalax","5 - Closed Won","12667","2014","3","19","Web","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northeast","2014","2014-07-01 00:00:00","EU Sales Team"
"3447","Walgreens Co.","Walgreens Co.","Acclimite","5 - Closed Won","11148","2013","4","7","Tradeshow","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Northwest","2013","2013-07-01 00:00:00","EU Sales Team"
"3448","The Mentholatum Company","The Mentholatum Company","Prevalax","5 - Closed Won","23730","2013","1","21","Web","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Southeast","2013","2013-07-01 00:00:00","US Sales Team"
"3449","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Memora","5 - Closed Won","11548","2014","12","19","Business development","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Northwest","2014","2014-04-01 00:00:00","EU Sales Team"
"3450","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Emoltra","5 - Closed Won","23227","2012","8","4","Not specified","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Northwest","2012","2012-01-01 00:00:00","EU Sales Team"
"3451","Safeway","Safeway","Emoltra","5 - Closed Won","18750","2014","5","1","Web","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Northeast","2014","2014-04-01 00:00:00","US Sales Team"
"3452","The Mentholatum Company","The Mentholatum Company","Accruex","5 - Closed Won","16742","2013","4","6","Tradeshow","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Southeast","2013","2013-07-01 00:00:00","EU Sales Team"
"3453","Personal Care Products","Personal Care Products","Radantix","5 - Closed Won","18917","2015","3","14","Business development","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Southeast","2015","2015-04-01 00:00:00","EU Sales Team"
"3454","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Acclimite","5 - Closed Won","22076","2014","5","18","Tradeshow","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Southeast","2014","2014-01-01 00:00:00","US Sales Team"
"3455","Personal Care Products","Personal Care Products","Memora","5 - Closed Won","12356","2012","1","21","Web","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Southwest","2012","2012-04-01 00:00:00","US Sales Team"
"3456","Wyeth BioPharma","Wyeth BioPharma","Acclimite","5 - Closed Won","3314","2011","6","22","Business development","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southeast","2011","2011-07-01 00:00:00","US Sales Team"
"3457","Chromate Industrial Corporation","Chromate Industrial Corporation","Accugel","5 - Closed Won","14518","2012","5","14","Business development","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Northeast","2012","2012-07-01 00:00:00","EU Sales Team"
"3458","AvKARE Inc.","AvKARE Inc.","3-DOM","5 - Closed Won","6692","2013","1","5","Web","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Southwest","2013","2013-04-01 00:00:00","US Sales Team"
"3459","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Prevalax","5 - Closed Won","17670","2012","10","24","Tradeshow","Closed","161a008b-c441-47ee-8577-45585313ca1c","Southwest","2012","2012-10-01 00:00:00","EU Sales Team"
"3460","Personal Care Products","Personal Care Products","Memora","5 - Closed Won","7803","2014","9","15","Business development","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Northeast","2014","2014-07-01 00:00:00","US Sales Team"
"3461","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","Comfront","5 - Closed Won","22105","2014","7","25","Business development","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Northeast","2014","2014-10-01 00:00:00","US Sales Team"
"3462","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Radantix","5 - Closed Won","2293","2013","2","15","Not specified","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Southeast","2013","2013-04-01 00:00:00","EU Sales Team"
"3463","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Dentrex","5 - Closed Won","2823","2014","8","19","Business development","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2014","2014-10-01 00:00:00","US Sales Team"
"3464","Chromate Industrial Corporation","Chromate Industrial Corporation","Zillia","5 - Closed Won","178","2014","12","15","Tradeshow","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southwest","2014","2014-01-01 00:00:00","EU Sales Team"
"3465","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Accugel","5 - Closed Won","18751","2015","5","24","Business development","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Northeast","2015","2015-10-01 00:00:00","EU Sales Team"
"3466","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Dentrex","5 - Closed Won","4730","2013","2","13","Web","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Northwest","2013","2013-01-01 00:00:00","EU Sales Team"
"3467","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Manatea","5 - Closed Won","6417","2013","7","6","Not specified","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Southeast","2013","2013-04-01 00:00:00","EU Sales Team"
"3468","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","Radantix","5 - Closed Won","20438","2011","7","15","Tradeshow","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Northeast","2011","2011-01-01 00:00:00","US Sales Team"
"3469","The Mentholatum Company","The Mentholatum Company","Memora","5 - Closed Won","4423","2015","12","22","Not specified","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Southeast","2015","2015-07-01 00:00:00","US Sales Team"
"3470","Chromate Industrial Corporation","Chromate Industrial Corporation","Avenetro","5 - Closed Won","15563","2013","4","24","Web","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Southeast","2013","2013-07-01 00:00:00","US Sales Team"
"3471","Walgreens Co.","Walgreens Co.","Manatea","5 - Closed Won","12066","2012","4","2","Not specified","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Northeast","2012","2012-01-01 00:00:00","US Sales Team"
"3472","Safeway","Safeway","Prevalax","5 - Closed Won","7453","2013","7","13","Web","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southwest","2013","2013-07-01 00:00:00","EU Sales Team"
"3473","Apotheca Company","Apotheca Company","Radantix","5 - Closed Won","19597","2011","10","10","Not specified","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Southwest","2011","2011-07-01 00:00:00","US Sales Team"
"3474","Walgreens Co.","Walgreens Co.","Accugel","5 - Closed Won","10776","2011","3","22","Not specified","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Southwest","2011","2011-10-01 00:00:00","EU Sales Team"
"3475","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Emoltra","5 - Closed Won","14672","2013","11","28","Web","Closed","2d3569e8-9d67-4e24-878c-2ef86fa1ab5b","Northwest","2013","2013-04-01 00:00:00","EU Sales Team"
"3476","American Health Packaging","American Health Packaging","Avenetro","5 - Closed Won","17891","2012","7","21","Business development","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southwest","2012","2012-01-01 00:00:00","US Sales Team"
"3477","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Manatea","5 - Closed Won","5869","2012","10","25","Business development","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Southeast","2012","2012-10-01 00:00:00","EU Sales Team"
"3478","Walgreens Co.","Walgreens Co.","Comfront","5 - Closed Won","5809","2011","1","19","Web","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Southwest","2011","2011-04-01 00:00:00","EU Sales Team"
"3479","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Zillia","5 - Closed Won","19357","2013","10","18","Tradeshow","Closed","4f01f14b-2b7f-45df-9ea7-04e905169969","Northwest","2013","2013-04-01 00:00:00","US Sales Team"
"3480","Chromate Industrial Corporation","Chromate Industrial Corporation","Accruex","5 - Closed Won","14961","2011","4","26","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2011","2011-04-01 00:00:00","EU Sales Team"
"3481","Indiana Botanic Gardens","Indiana Botanic Gardens","Emoltra","5 - Closed Won","13713","2013","9","14","Business development","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Northeast","2013","2013-01-01 00:00:00","US Sales Team"
"3482","Tarte Inc","Tarte Inc","Emoltra","5 - Closed Won","19996","2013","11","7","Not specified","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Northwest","2013","2013-07-01 00:00:00","EU Sales Team"
"3483","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Zillia","5 - Closed Won","27","2014","5","19","Tradeshow","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Northwest","2014","2014-01-01 00:00:00","US Sales Team"
"3484","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Acclimite","5 - Closed Won","20152","2011","12","8","Not specified","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Southeast","2011","2011-04-01 00:00:00","US Sales Team"
"3485","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Emoltra","5 - Closed Won","19820","2013","11","14","Tradeshow","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Southwest","2013","2013-04-01 00:00:00","EU Sales Team"
"3486","Chromate Industrial Corporation","Chromate Industrial Corporation","Accruex","5 - Closed Won","2239","2013","7","11","Tradeshow","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southeast","2013","2013-07-01 00:00:00","EU Sales Team"
"3487","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Comfront","5 - Closed Won","14162","2011","10","13","Business development","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southwest","2011","2011-10-01 00:00:00","EU Sales Team"
"3488","Walgreens Co.","Walgreens Co.","Prevalax","5 - Closed Won","181","2011","12","22","Not specified","Closed","2d3569e8-9d67-4e24-878c-2ef86fa1ab5b","Northeast","2011","2011-10-01 00:00:00","US Sales Team"
"3489","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Avenetro","5 - Closed Won","17552","2014","5","13","Tradeshow","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Southwest","2014","2014-01-01 00:00:00","EU Sales Team"
"3490","Tarte Inc","Tarte Inc","Accruex","5 - Closed Won","90","2013","6","8","Business development","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Northeast","2013","2013-07-01 00:00:00","US Sales Team"
"3491","Walgreens Co.","Walgreens Co.","Avenetro","5 - Closed Won","1612","2014","9","7","Business development","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Northeast","2014","2014-07-01 00:00:00","EU Sales Team"
"3492","Chromate Industrial Corporation","Chromate Industrial Corporation","Avenetro","5 - Closed Won","1607","2012","3","22","Not specified","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Southwest","2012","2012-04-01 00:00:00","US Sales Team"
"3493","Walgreens Co.","Walgreens Co.","Zillia","5 - Closed Won","14135","2013","8","5","Tradeshow","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Northeast","2013","2013-07-01 00:00:00","US Sales Team"
"3494","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Avenetro","5 - Closed Won","3210","2011","12","22","Tradeshow","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Southwest","2011","2011-04-01 00:00:00","EU Sales Team"
"3495","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Acclimite","5 - Closed Won","24945","2013","4","14","Tradeshow","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2013","2013-07-01 00:00:00","US Sales Team"
"3496","Watson Laboratories Inc.","Watson Laboratories Inc.","Dentrex","5 - Closed Won","18173","2014","5","16","Tradeshow","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Southeast","2014","2014-04-01 00:00:00","US Sales Team"
"3497","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Avenetro","5 - Closed Won","23025","2011","12","25","Not specified","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Southwest","2011","2011-07-01 00:00:00","US Sales Team"
"3498","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Avenetro","5 - Closed Won","11536","2013","11","7","Tradeshow","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Northwest","2013","2013-04-01 00:00:00","EU Sales Team"
"3499","Tarte Inc","Tarte Inc","Emoltra","5 - Closed Won","8137","2014","12","24","Not specified","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northwest","2014","2014-10-01 00:00:00","EU Sales Team"
"3500","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Acclimite","5 - Closed Won","6681","2011","7","24","Business development","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Southwest","2011","2011-10-01 00:00:00","EU Sales Team"
"3501","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Avenetro","5 - Closed Won","22302","2013","1","19","Business development","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Northeast","2013","2013-10-01 00:00:00","US Sales Team"
"3502","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Comfront","5 - Closed Won","1130","2014","6","23","Not specified","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Northeast","2014","2014-01-01 00:00:00","US Sales Team"
"3503","Walgreens Co.","Walgreens Co.","3-DOM","5 - Closed Won","7389","2013","11","11","Web","Closed","093c020a-4551-467e-95e9-b258927674e9","Southeast","2013","2013-07-01 00:00:00","US Sales Team"
"3504","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Accugel","5 - Closed Won","22829","2014","9","28","Not specified","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southeast","2014","2014-07-01 00:00:00","EU Sales Team"
"3505","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Accruex","5 - Closed Won","16578","2011","6","20","Tradeshow","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2011","2011-10-01 00:00:00","US Sales Team"
"3506","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Acclimite","5 - Closed Won","15025","2011","1","13","Tradeshow","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Southwest","2011","2011-10-01 00:00:00","EU Sales Team"
"3507","The Mentholatum Company","The Mentholatum Company","Radantix","5 - Closed Won","23394","2015","12","17","Tradeshow","Closed","161a008b-c441-47ee-8577-45585313ca1c","Southwest","2015","2015-04-01 00:00:00","US Sales Team"
"3508","Wyeth BioPharma","Wyeth BioPharma","Radantix","5 - Closed Won","8220","2015","10","25","Not specified","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northwest","2015","2015-10-01 00:00:00","EU Sales Team"
"3509","Tarte Inc","Tarte Inc","Emoltra","5 - Closed Won","5058","2015","3","15","Web","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Southwest","2015","2015-01-01 00:00:00","US Sales Team"
"3510","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Memora","5 - Closed Won","776","2013","3","10","Business development","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Southwest","2013","2013-07-01 00:00:00","EU Sales Team"
"3511","Personal Care Products","Personal Care Products","Accugel","5 - Closed Won","389","2013","12","22","Tradeshow","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Southeast","2013","2013-10-01 00:00:00","EU Sales Team"
"3512","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Zillia","5 - Closed Won","15452","2014","4","2","Web","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Southeast","2014","2014-04-01 00:00:00","US Sales Team"
"3513","Wyeth BioPharma","Wyeth BioPharma","Acclimite","5 - Closed Won","10786","2014","4","5","Not specified","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Northeast","2014","2014-04-01 00:00:00","EU Sales Team"
"3514","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Prevalax","5 - Closed Won","13368","2013","11","4","Business development","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Northeast","2013","2013-10-01 00:00:00","US Sales Team"
"3515","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Manatea","5 - Closed Won","12684","2011","11","28","Not specified","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Northeast","2011","2011-10-01 00:00:00","US Sales Team"
"3516","Wyeth BioPharma","Wyeth BioPharma","Acclimite","5 - Closed Won","1603","2013","11","18","Not specified","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Northwest","2013","2013-10-01 00:00:00","EU Sales Team"
"3517","Indiana Botanic Gardens","Indiana Botanic Gardens","3-DOM","5 - Closed Won","22769","2011","5","9","Business development","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Southeast","2011","2011-07-01 00:00:00","EU Sales Team"
"3518","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Accugel","5 - Closed Won","5247","2013","7","23","Business development","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Southeast","2013","2013-10-01 00:00:00","EU Sales Team"
"3519","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Radantix","5 - Closed Won","5252","2011","8","7","Business development","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Northwest","2011","2011-04-01 00:00:00","EU Sales Team"
"3520","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Memora","5 - Closed Won","16394","2015","9","21","Tradeshow","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Southwest","2015","2015-07-01 00:00:00","EU Sales Team"
"3521","The Mentholatum Company","The Mentholatum Company","Radantix","5 - Closed Won","9149","2011","8","9","Web","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Northeast","2011","2011-10-01 00:00:00","EU Sales Team"
"3522","Tarte Inc","Tarte Inc","Zillia","5 - Closed Won","18460","2011","8","18","Web","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Northwest","2011","2011-04-01 00:00:00","EU Sales Team"
"3523","The Mentholatum Company","The Mentholatum Company","Manatea","5 - Closed Won","21359","2012","8","9","Business development","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Southwest","2012","2012-10-01 00:00:00","US Sales Team"
"3524","Tarte Inc","Tarte Inc","Prevalax","5 - Closed Won","19204","2014","12","26","Web","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Northeast","2014","2014-07-01 00:00:00","EU Sales Team"
"3525","Wyeth BioPharma","Wyeth BioPharma","Acclimite","5 - Closed Won","19233","2013","11","11","Business development","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Northeast","2013","2013-10-01 00:00:00","US Sales Team"
"3526","Watson Laboratories Inc.","Watson Laboratories Inc.","Zillia","5 - Closed Won","24006","2011","2","23","Business development","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Northeast","2011","2011-10-01 00:00:00","EU Sales Team"
"3527","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Accruex","5 - Closed Won","11361","2015","2","17","Business development","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northwest","2015","2015-07-01 00:00:00","US Sales Team"
"3528","Wyeth BioPharma","Wyeth BioPharma","Radantix","5 - Closed Won","13751","2013","12","21","Business development","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Northeast","2013","2013-07-01 00:00:00","EU Sales Team"
"3529","Tarte Inc","Tarte Inc","3-DOM","5 - Closed Won","5407","2012","10","7","Business development","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Northeast","2012","2012-07-01 00:00:00","EU Sales Team"
"3530","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Prevalax","5 - Closed Won","10962","2012","11","27","Web","Closed","161a008b-c441-47ee-8577-45585313ca1c","Northeast","2012","2012-01-01 00:00:00","EU Sales Team"
"3531","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","3-DOM","5 - Closed Won","5385","2011","6","26","Web","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Northwest","2011","2011-01-01 00:00:00","US Sales Team"
"3532","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Comfront","5 - Closed Won","24888","2011","6","28","Not specified","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Southeast","2011","2011-10-01 00:00:00","US Sales Team"
"3533","Indiana Botanic Gardens","Indiana Botanic Gardens","3-DOM","5 - Closed Won","9339","2013","5","25","Business development","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Southwest","2013","2013-01-01 00:00:00","EU Sales Team"
"3534","Chromate Industrial Corporation","Chromate Industrial Corporation","Radantix","5 - Closed Won","5688","2011","2","2","Web","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Southwest","2011","2011-01-01 00:00:00","EU Sales Team"
"3535","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Zillia","5 - Closed Won","7390","2012","2","26","Web","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Southeast","2012","2012-01-01 00:00:00","EU Sales Team"
"3536","American Health Packaging","American Health Packaging","Radantix","5 - Closed Won","23956","2012","9","18","Not specified","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Northwest","2012","2012-01-01 00:00:00","EU Sales Team"
"3537","AvKARE Inc.","AvKARE Inc.","Manatea","5 - Closed Won","2877","2014","7","16","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northwest","2014","2014-01-01 00:00:00","EU Sales Team"
"3538","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Memora","5 - Closed Won","17269","2012","6","5","Web","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Southeast","2012","2012-04-01 00:00:00","EU Sales Team"
"3539","The Mentholatum Company","The Mentholatum Company","Radantix","5 - Closed Won","4353","2013","2","11","Web","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Northwest","2013","2013-07-01 00:00:00","EU Sales Team"
"3540","Indiana Botanic Gardens","Indiana Botanic Gardens","Emoltra","5 - Closed Won","12828","2015","6","5","Not specified","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Southeast","2015","2015-04-01 00:00:00","EU Sales Team"
"3541","Tarte Inc","Tarte Inc","Memora","5 - Closed Won","12192","2012","2","15","Business development","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Southwest","2012","2012-07-01 00:00:00","US Sales Team"
"3542","American Health Packaging","American Health Packaging","Manatea","5 - Closed Won","13776","2011","8","17","Web","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Southwest","2011","2011-04-01 00:00:00","US Sales Team"
"3543","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Accruex","5 - Closed Won","22898","2014","1","13","Tradeshow","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Southwest","2014","2014-07-01 00:00:00","US Sales Team"
"3544","Bryant Ranch Prepack","Bryant Ranch Prepack","Emoltra","5 - Closed Won","20535","2011","7","23","Web","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Northwest","2011","2011-01-01 00:00:00","EU Sales Team"
